target_project,used_project,wait_days,method,gmean_bst,r1_bst,r0_bst,mcc_bst
panda,['corefx'],15,oob,0.53222,0.37249,0.80578,0.19912
node,['django'],15,oob,0.47133,0.41453,0.73547,0.18157
panda,['tomcat'],15,pbsa,0.41901,0.67637,0.44112,0.13678
neutron,['panda'],15,pbsa,0.60553,0.50233,0.77630,0.30295
tomcat,['googleflutter'],15,oob,0.53834,0.41791,0.76745,0.20231
django,['fabric'],15,oob,0.57376,0.42225,0.82908,0.28405
googleflutter,['fabric'],15,oob,0.39571,0.18409,0.94688,0.19150
corefx,['camel'],15,odasc,0.63462,0.55116,0.78449,0.35978
panda,['googleflutter'],15,odasc,0.65652,0.64197,0.68926,0.33467
neutron,['googleflutter'],15,oob,0.53048,0.36277,0.82180,0.21076
ansible,['rails'],15,oob,0.59727,0.61407,0.68055,0.31817
ansible,['vscode'],15,pbsa,0.63818,0.61623,0.71928,0.35132
homebrew,['nova'],15,pbsa,0.59581,0.52478,0.74626,0.31857
googleflutter,['nova'],15,pbsa,0.15815,0.05661,0.92781,0.09668
panda,['vscode'],15,pbsa,0.58772,0.48435,0.75620,0.25327
wp-calypso,['jgroups'],15,oob,0.48646,0.30402,0.81387,0.16124
jgroups,['tomcat'],15,oob,0.28803,0.11197,0.94572,0.09865
nova,['neutron'],15,pbsa,0.62515,0.58496,0.70414,0.29940
elasticsearch,['corefx'],15,odasc,0.52320,0.36148,0.86815,0.26925
tensorflow,['wp-calypso'],15,pbsa,0.67459,0.61855,0.74343,0.36709
corefx,['elasticsearch'],15,oob,0.64051,0.57466,0.73898,0.32706
tomcat,['googleflutter'],15,odasc,0.56936,0.56679,0.64136,0.21628
googleflutter,['homebrew'],15,oob,0.07102,0.01659,0.98570,-0.03798
brackets,['nova'],15,oob,0.53819,0.62140,0.52503,0.15555
rails,['tensorflow'],15,pbsa,0.48516,0.32870,0.80200,0.16124
ansible,['wp-calypso'],15,pbsa,0.63873,0.61743,0.71870,0.35174
neutron,['pytorch'],15,pbsa,0.61010,0.48951,0.77879,0.28385
pytorch,['broadleaf'],15,odasc,0.62382,0.59421,0.71715,0.31452
panda,['wp-calypso'],15,pbsa,0.58790,0.48459,0.75623,0.25356
wp-calypso,['nova'],15,pbsa,0.51884,0.43055,0.64334,0.11225
rails,['tensorflow'],15,odasc,0.49060,0.38356,0.75850,0.17309
panda,['homebrew'],15,odasc,0.65653,0.64197,0.68928,0.33469
django,['corefx'],15,odasc,0.62150,0.52125,0.78220,0.31986
nova,['elasticsearch'],15,oob,0.60092,0.64026,0.62586,0.27881
fabric,['corefx'],15,odasc,0.60537,0.49425,0.75823,0.26193
rust,['googleflutter'],15,odasc,0.62507,0.53250,0.80610,0.36683
tensorflow,['corefx'],15,oob,0.68460,0.67821,0.69986,0.38134
neutron,['corefx'],15,odasc,0.59822,0.49496,0.75289,0.26222
rust,['tomcat'],15,oob,0.60158,0.49964,0.83884,0.39222
googleflutter,['npm'],15,pbsa,0.35936,0.14245,0.95473,0.23735
camel,['fabric'],15,odasc,0.63443,0.56077,0.73766,0.30744
homebrew,['npm'],15,pbsa,0.47776,0.76003,0.53961,0.39362
pytorch,['django'],15,oob,0.52479,0.55673,0.53424,0.09430
rails,['jgroups'],15,oob,0.56322,0.42019,0.77695,0.21598
brackets,['node'],15,odasc,0.54948,0.73649,0.46385,0.21756
homebrew,['broadleaf'],15,odasc,0.49392,0.75130,0.54567,0.39524
django,['jgroups'],15,pbsa,0.63981,0.55473,0.76541,0.33704
pytorch,['fabric'],15,pbsa,0.62907,0.54929,0.74627,0.30541
node,['jgroups'],15,pbsa,0.57852,0.62135,0.59737,0.23232
neutron,['homebrew'],15,oob,0.52419,0.35381,0.82781,0.20926
jgroups,['vscode'],15,oob,0.27875,0.10306,0.94897,0.09402
vscode,['corefx'],15,oob,0.49248,0.28231,0.91070,0.26429
homebrew,['googleflutter'],15,oob,0.47351,0.75970,0.53514,0.38969
npm,['corefx'],15,odasc,0.49531,0.33546,0.76850,0.12329
ansible,['camel'],15,odasc,0.62024,0.60810,0.72424,0.35746
fabric,['rust'],15,oob,0.62368,0.69174,0.59429,0.29341
jgroups,['node'],15,pbsa,0.47824,0.35944,0.76702,0.13243
ansible,['rust'],15,oob,0.59564,0.48448,0.80028,0.31723
nova,['node'],15,pbsa,0.58884,0.55106,0.71421,0.28492
tomcat,['homebrew'],15,oob,0.53834,0.41791,0.76745,0.20231
rails,['tomcat'],15,pbsa,0.49911,0.34477,0.80056,0.17615
wp-calypso,['npm'],15,pbsa,0.51419,0.39064,0.74488,0.13803
brackets,['npm'],15,oob,0.60264,0.52536,0.72971,0.27287
rust,['jgroups'],15,pbsa,0.61234,0.54109,0.77996,0.35369
rust,['vscode'],15,oob,0.60574,0.48363,0.83418,0.35623
wp-calypso,['neutron'],15,oob,0.55924,0.47485,0.67373,0.19247
node,['elasticsearch'],15,oob,0.58521,0.44095,0.78908,0.24782
rails,['tomcat'],15,odasc,0.50254,0.40441,0.74654,0.17921
elasticsearch,['camel'],15,oob,0.58191,0.41694,0.85563,0.31028
ansible,['tensorflow'],15,oob,0.60255,0.52638,0.76705,0.32100
googleflutter,['panda'],15,pbsa,0.31271,0.12164,0.90662,0.10179
fabric,['tensorflow'],15,oob,0.56701,0.41319,0.80278,0.23436
rust,['homebrew'],15,odasc,0.62591,0.53338,0.80687,0.36842
googleflutter,['jgroups'],15,oob,0.21008,0.06480,0.93899,0.09146
nova,['fabric'],15,oob,0.62312,0.56891,0.72421,0.30599
camel,['fabric'],15,oob,0.61555,0.50437,0.77206,0.29117
node,['neutron'],15,pbsa,0.54892,0.37323,0.82066,0.22019
jgroups,['wp-calypso'],15,oob,0.27540,0.10244,0.94720,0.08933
elasticsearch,['django'],15,pbsa,0.46529,0.34644,0.76243,0.13241
homebrew,['panda'],15,pbsa,0.56008,0.65272,0.60821,0.36139
rust,['wp-calypso'],15,oob,0.60558,0.48341,0.83422,0.35610
rails,['vscode'],15,pbsa,0.48516,0.32870,0.80200,0.16124
broadleaf,['jgroups'],15,oob,0.65836,0.62994,0.69969,0.34057
broadleaf,['corefx'],15,odasc,0.61400,0.60520,0.66538,0.26844
nova,['npm'],15,pbsa,0.64182,0.61143,0.69560,0.31504
googleflutter,['pytorch'],15,pbsa,0.40929,0.17922,0.99243,0.28750
pytorch,['googleflutter'],15,pbsa,0.52221,0.38287,0.77449,0.16866
wp-calypso,['panda'],15,pbsa,0.50466,0.43985,0.64885,0.13595
rails,['neutron'],15,oob,0.47362,0.37726,0.74734,0.16126
rust,['neutron'],15,pbsa,0.58802,0.46825,0.80204,0.30091
tomcat,['homebrew'],15,odasc,0.56936,0.56679,0.64136,0.21628
rails,['vscode'],15,odasc,0.49060,0.38356,0.75850,0.17309
ansible,['tomcat'],15,oob,0.58903,0.56662,0.72942,0.33400
django,['neutron'],15,pbsa,0.60139,0.47687,0.80241,0.30119
brackets,['panda'],15,oob,0.58193,0.48482,0.76172,0.27525
django,['googleflutter'],15,oob,0.57376,0.42225,0.82908,0.28405
corefx,['fabric'],15,oob,0.49865,0.33333,0.89651,0.30227
fabric,['tomcat'],15,oob,0.58029,0.50526,0.72846,0.25585
node,['django'],15,odasc,0.58661,0.55477,0.66081,0.22380
nova,['jgroups'],15,odasc,0.56078,0.79308,0.44609,0.26255
nova,['googleflutter'],15,oob,0.62038,0.56141,0.72896,0.30470
ansible,['vscode'],15,oob,0.60194,0.52528,0.76761,0.32077
googleflutter,['neutron'],15,oob,0.02174,0.00426,0.94718,-0.02363
wp-calypso,['pytorch'],15,pbsa,0.51119,0.37507,0.79226,0.16500
rails,['wp-calypso'],15,pbsa,0.48516,0.32870,0.80200,0.16124
node,['fabric'],15,oob,0.56911,0.41732,0.79296,0.23099
django,['elasticsearch'],15,odasc,0.62150,0.52125,0.78220,0.31986
brackets,['nova'],15,odasc,0.51109,0.74585,0.39236,0.15030
homebrew,['jgroups'],15,oob,0.48795,0.77543,0.54107,0.40874
jgroups,['nova'],15,pbsa,0.47748,0.35929,0.76494,0.12968
fabric,['vscode'],15,oob,0.56777,0.41450,0.80243,0.23529
nova,['panda'],15,pbsa,0.63577,0.59713,0.70428,0.30984
wp-calypso,['node'],15,oob,0.55659,0.42512,0.75286,0.20772
homebrew,['pytorch'],15,pbsa,0.50563,0.31843,0.82519,0.25409
camel,['googleflutter'],15,odasc,0.63443,0.56077,0.73766,0.30744
pytorch,['homebrew'],15,pbsa,0.56392,0.42495,0.81174,0.24825
neutron,['jgroups'],15,oob,0.60195,0.56350,0.71465,0.29633
jgroups,['django'],15,odasc,0.49041,0.39993,0.73592,0.13728
brackets,['pytorch'],15,oob,0.56245,0.61129,0.60063,0.23417
neutron,['rails'],15,pbsa,0.37716,0.94415,0.16695,0.17336
ansible,['wp-calypso'],15,oob,0.60251,0.52636,0.76697,0.32089
rails,['wp-calypso'],15,odasc,0.49060,0.38356,0.75850,0.17309
tensorflow,['django'],15,oob,0.58817,0.78203,0.46927,0.27014
node,['nova'],15,pbsa,0.58762,0.45002,0.79165,0.26212
fabric,['wp-calypso'],15,oob,0.56692,0.41313,0.80247,0.23393
broadleaf,['neutron'],15,oob,0.59272,0.47644,0.78370,0.26811
ansible,['corefx'],15,odasc,0.63676,0.64158,0.68914,0.34393
rust,['node'],15,pbsa,0.59356,0.50510,0.78295,0.31693
rails,['node'],15,oob,0.47362,0.37726,0.74734,0.16126
elasticsearch,['corefx'],15,oob,0.51915,0.32191,0.88176,0.24988
nova,['homebrew'],15,oob,0.61946,0.55969,0.72944,0.30365
npm,['django'],15,oob,0.56731,0.45823,0.73084,0.20336
nova,['pytorch'],15,pbsa,0.62534,0.58772,0.70179,0.29958
corefx,['django'],15,odasc,0.58878,0.55177,0.67763,0.24313
panda,['jgroups'],15,odasc,0.55888,0.69060,0.50073,0.20579
camel,['googleflutter'],15,oob,0.61555,0.50437,0.77206,0.29117
nova,['neutron'],15,odasc,0.64746,0.63942,0.68176,0.32575
corefx,['googleflutter'],15,oob,0.35602,0.14814,0.96730,0.20135
django,['node'],15,pbsa,0.60139,0.47687,0.80241,0.30119
elasticsearch,['fabric'],15,pbsa,0.50828,0.31474,0.88522,0.24694
brackets,['npm'],15,odasc,0.58040,0.70469,0.52222,0.24207
node,['googleflutter'],15,oob,0.56388,0.40103,0.80689,0.23178
vscode,['camel'],15,odasc,0.59852,0.57332,0.73876,0.34632
googleflutter,['node'],15,oob,0.28303,0.09684,0.96220,0.17676
homebrew,['neutron'],15,oob,0.60978,0.66854,0.63890,0.41308
jgroups,['npm'],15,pbsa,0.47437,0.35638,0.76280,0.12476
node,['npm'],15,pbsa,0.61115,0.51385,0.74182,0.26542
tomcat,['jgroups'],15,oob,0.60334,0.65760,0.58176,0.24691
django,['homebrew'],15,oob,0.57376,0.42225,0.82908,0.28405
pytorch,['jgroups'],15,pbsa,0.58103,0.44907,0.78367,0.25624
node,['elasticsearch'],15,odasc,0.61290,0.51425,0.74834,0.27564
panda,['neutron'],15,odasc,0.65792,0.64915,0.68521,0.33763
googleflutter,['rails'],15,pbsa,0.27191,0.08106,0.91756,0.11097
corefx,['homebrew'],15,oob,0.29796,0.11798,0.96309,0.15580
panda,['django'],15,oob,0.54588,0.54630,0.59643,0.14803
neutron,['node'],15,oob,0.55758,0.46917,0.74230,0.23171
wp-calypso,['elasticsearch'],15,odasc,0.50422,0.48627,0.60723,0.08592
wp-calypso,['nova'],15,oob,0.53306,0.49766,0.59592,0.12218
elasticsearch,['django'],15,odasc,0.55552,0.50380,0.69101,0.20755
camel,['homebrew'],15,odasc,0.63443,0.56077,0.73766,0.30744
rails,['nova'],15,oob,0.47362,0.37726,0.74734,0.16126
fabric,['django'],15,odasc,0.58369,0.67610,0.53002,0.21171
node,['homebrew'],15,oob,0.56358,0.40060,0.80692,0.23139
googleflutter,['camel'],15,odasc,0.64597,0.47690,0.85223,0.39043
brackets,['panda'],15,odasc,0.61123,0.65888,0.60962,0.27918
django,['fabric'],15,odasc,0.62150,0.52125,0.78220,0.31986
rust,['jgroups'],15,odasc,0.62095,0.55170,0.78165,0.36495
vscode,['django'],15,oob,0.54947,0.62736,0.64778,0.31453
wp-calypso,['rails'],15,pbsa,0.52950,0.47531,0.63049,0.12722
node,['panda'],15,pbsa,0.55934,0.39380,0.81631,0.23600
rust,['nova'],15,pbsa,0.62660,0.53118,0.78792,0.34554
django,['nova'],15,pbsa,0.60139,0.47687,0.80241,0.30119
neutron,['django'],15,odasc,0.63641,0.58636,0.73341,0.33421
pytorch,['elasticsearch'],15,oob,0.58707,0.48453,0.75107,0.24915
elasticsearch,['googleflutter'],15,pbsa,0.52217,0.32731,0.88205,0.25469
neutron,['rust'],15,pbsa,0.54182,0.59259,0.59082,0.19038
jgroups,['elasticsearch'],15,odasc,0.48560,0.41327,0.70741,0.11997
tomcat,['neutron'],15,oob,0.53834,0.41791,0.76745,0.20231
broadleaf,['node'],15,oob,0.60274,0.48952,0.78978,0.28706
nova,['node'],15,odasc,0.60351,0.63644,0.63637,0.28661
jgroups,['panda'],15,pbsa,0.47828,0.36134,0.76547,0.13275
nova,['jgroups'],15,oob,0.61269,0.63380,0.64748,0.29697
brackets,['rails'],15,oob,0.56738,0.63748,0.57449,0.22930
camel,['homebrew'],15,oob,0.61555,0.50437,0.77206,0.29117
brackets,['pytorch'],15,odasc,0.57185,0.67755,0.55060,0.24465
nova,['rails'],15,pbsa,0.58331,0.74190,0.51154,0.27260
googleflutter,['nova'],15,oob,0.23063,0.07868,0.92529,0.13124
tensorflow,['elasticsearch'],15,oob,0.66002,0.71445,0.63512,0.35988
neutron,['tensorflow'],15,pbsa,0.53969,0.37459,0.81952,0.22000
pytorch,['neutron'],15,pbsa,0.57761,0.45415,0.77934,0.25020
wp-calypso,['npm'],15,oob,0.49875,0.36111,0.76550,0.13463
node,['pytorch'],15,pbsa,0.56109,0.39299,0.81255,0.22934
node,['fabric'],15,odasc,0.57377,0.43890,0.78651,0.24686
vscode,['corefx'],15,odasc,0.39436,0.18021,0.93464,0.17075
homebrew,['node'],15,oob,0.54935,0.55099,0.63784,0.29480
rails,['npm'],15,oob,0.47362,0.37726,0.74734,0.16126
rust,['neutron'],15,odasc,0.62134,0.52857,0.81103,0.37042
homebrew,['rails'],15,pbsa,0.63192,0.61075,0.66653,0.38413
panda,['node'],15,odasc,0.65537,0.80480,0.55038,0.36828
rust,['npm'],15,pbsa,0.55724,0.38810,0.81618,0.23339
npm,['django'],15,odasc,0.56198,0.55930,0.58908,0.15284
googleflutter,['rust'],15,pbsa,0.20751,0.05666,0.96945,0.11303
nova,['neutron'],15,oob,0.62182,0.56519,0.72581,0.30443
nova,['rust'],15,pbsa,0.62834,0.62153,0.66292,0.28956
django,['npm'],15,pbsa,0.60139,0.47687,0.80241,0.30119
googleflutter,['npm'],15,oob,0.40001,0.17709,0.95234,0.25524
elasticsearch,['homebrew'],15,pbsa,0.52217,0.32731,0.88205,0.25469
jgroups,['pytorch'],15,pbsa,0.47862,0.35942,0.76850,0.13373
tomcat,['node'],15,oob,0.53031,0.40240,0.78671,0.21276
wp-calypso,['rust'],15,pbsa,0.45027,0.63654,0.39850,0.02546
corefx,['jgroups'],15,oob,0.51988,0.35268,0.87900,0.29744
nova,['npm'],15,odasc,0.59175,0.71989,0.55488,0.28856
tomcat,['jgroups'],15,odasc,0.55164,0.77046,0.42978,0.21210
brackets,['rust'],15,oob,0.58421,0.64165,0.59474,0.25420
django,['googleflutter'],15,odasc,0.62150,0.52125,0.78220,0.31986
elasticsearch,['fabric'],15,odasc,0.54900,0.41442,0.84548,0.29305
neutron,['nova'],15,oob,0.57688,0.68530,0.53308,0.22814
googleflutter,['corefx'],15,odasc,0.22859,0.07397,0.98132,0.09948
nova,['tensorflow'],15,pbsa,0.62599,0.58822,0.70243,0.30070
wp-calypso,['fabric'],15,odasc,0.49975,0.55738,0.50608,0.07646
node,['googleflutter'],15,odasc,0.57259,0.41963,0.81075,0.25475
neutron,['tomcat'],15,pbsa,0.62798,0.66500,0.64638,0.31922
rust,['panda'],15,pbsa,0.59280,0.46936,0.83434,0.35238
npm,['elasticsearch'],15,oob,0.48940,0.30396,0.82363,0.15430
googleflutter,['tensorflow'],15,pbsa,0.15643,0.04680,0.95094,-0.07302
tensorflow,['camel'],15,odasc,0.63144,0.81181,0.51720,0.34683
wp-calypso,['panda'],15,oob,0.50671,0.42652,0.65725,0.12977
node,['jgroups'],15,oob,0.58107,0.58321,0.64206,0.24127
pytorch,['fabric'],15,oob,0.50683,0.29120,0.90989,0.25445
rails,['panda'],15,oob,0.47362,0.37726,0.74734,0.16126
wp-calypso,['tensorflow'],15,pbsa,0.53178,0.38242,0.81733,0.21461
jgroups,['fabric'],15,odasc,0.48698,0.41284,0.71062,0.12267
brackets,['tensorflow'],15,oob,0.58256,0.55927,0.68524,0.26558
tensorflow,['fabric'],15,oob,0.64755,0.73229,0.60164,0.34437
nova,['node'],15,oob,0.60540,0.55379,0.72741,0.30383
panda,['elasticsearch'],15,oob,0.58405,0.45819,0.80782,0.28489
neutron,['vscode'],15,pbsa,0.54020,0.37537,0.81912,0.22026
googleflutter,['panda'],15,oob,0.28460,0.10826,0.90896,0.07048
pytorch,['node'],15,pbsa,0.61177,0.53678,0.73117,0.28242
fabric,['elasticsearch'],15,odasc,0.60695,0.48642,0.77299,0.27427
django,['panda'],15,pbsa,0.60139,0.47687,0.80241,0.30119
rust,['node'],15,odasc,0.57936,0.52348,0.74049,0.29434
nova,['panda'],15,odasc,0.63442,0.65124,0.66582,0.32546
tomcat,['nova'],15,oob,0.53688,0.41061,0.77589,0.20439
wp-calypso,['googleflutter'],15,odasc,0.48969,0.34602,0.77397,0.12141
rust,['pytorch'],15,pbsa,0.60995,0.51970,0.76577,0.30332
broadleaf,['nova'],15,oob,0.53923,0.42338,0.76061,0.19804
wp-calypso,['pytorch'],15,oob,0.48350,0.31644,0.82882,0.15337
tomcat,['neutron'],15,odasc,0.56936,0.56679,0.64136,0.21628
homebrew,['nova'],15,oob,0.57331,0.60832,0.67314,0.31050
nova,['tomcat'],15,pbsa,0.62650,0.60297,0.69308,0.30728
googleflutter,['tomcat'],15,pbsa,0.27222,0.09822,0.90164,0.15321
pytorch,['camel'],15,odasc,0.58110,0.70598,0.52314,0.24082
panda,['nova'],15,odasc,0.54020,0.75088,0.43544,0.20856
neutron,['npm'],15,oob,0.63946,0.61843,0.70324,0.33673
neutron,['wp-calypso'],15,pbsa,0.55724,0.40110,0.80850,0.23348
elasticsearch,['django'],15,oob,0.42225,0.27402,0.79473,0.09303
node,['neutron'],15,oob,0.55201,0.38285,0.81324,0.22188
node,['homebrew'],15,odasc,0.57254,0.42007,0.80991,0.25419
node,['rails'],15,pbsa,0.53331,0.73858,0.44135,0.19139
wp-calypso,['homebrew'],15,odasc,0.51702,0.44748,0.69678,0.13802
wp-calypso,['tomcat'],15,pbsa,0.52549,0.40115,0.70477,0.15413
googleflutter,['pytorch'],15,oob,0.42354,0.19154,0.98333,0.27973
elasticsearch,['googleflutter'],15,odasc,0.52320,0.36148,0.86816,0.26925
django,['jgroups'],15,oob,0.63493,0.51614,0.79446,0.32734
corefx,['neutron'],15,oob,0.56532,0.42509,0.83832,0.30611
jgroups,['rails'],15,pbsa,0.42817,0.24485,0.88688,0.16855
broadleaf,['django'],15,odasc,0.60905,0.69568,0.54532,0.24989
rails,['pytorch'],15,oob,0.47362,0.37726,0.74734,0.16126
brackets,['tomcat'],15,oob,0.58021,0.52250,0.71199,0.25514
corefx,['elasticsearch'],15,odasc,0.62741,0.65926,0.62345,0.28853
nova,['npm'],15,oob,0.61590,0.59939,0.68187,0.29586
pytorch,['googleflutter'],15,oob,0.37851,0.16789,0.92971,0.14501
nova,['vscode'],15,pbsa,0.62520,0.58616,0.70305,0.29946
nova,['pytorch'],15,odasc,0.64644,0.63860,0.68100,0.32424
tensorflow,['googleflutter'],15,oob,0.64149,0.55502,0.76461,0.32975
googleflutter,['vscode'],15,pbsa,0.14133,0.04345,0.99518,0.06899
homebrew,['rust'],15,pbsa,0.47218,0.31724,0.72184,0.17490
wp-calypso,['vscode'],15,pbsa,0.52377,0.42563,0.72632,0.15257
django,['homebrew'],15,odasc,0.62150,0.52125,0.78220,0.31986
tomcat,['npm'],15,oob,0.54581,0.43575,0.75649,0.20783
fabric,['googleflutter'],15,odasc,0.60389,0.48963,0.76088,0.26036
django,['pytorch'],15,pbsa,0.60139,0.47687,0.80241,0.30119
panda,['npm'],15,odasc,0.65511,0.71942,0.61344,0.33869
brackets,['vscode'],15,oob,0.58259,0.55930,0.68529,0.26570
homebrew,['npm'],15,oob,0.46176,0.73495,0.54421,0.37967
elasticsearch,['jgroups'],15,pbsa,0.55402,0.44510,0.76723,0.23659
vscode,['elasticsearch'],15,oob,0.60174,0.53842,0.74545,0.31968
ansible,['django'],15,odasc,0.59625,0.69196,0.61798,0.33662
broadleaf,['npm'],15,oob,0.58829,0.51078,0.72775,0.24050
camel,['jgroups'],15,odasc,0.65138,0.78453,0.56443,0.36085
camel,['jgroups'],15,oob,0.64923,0.71319,0.62827,0.34824
neutron,['elasticsearch'],15,odasc,0.66965,0.67169,0.67493,0.34980
nova,['wp-calypso'],15,pbsa,0.62505,0.58739,0.70147,0.29897
node,['rust'],15,pbsa,0.56575,0.58073,0.63053,0.22936
jgroups,['googleflutter'],15,odasc,0.48448,0.41211,0.70805,0.11953
pytorch,['homebrew'],15,oob,0.52643,0.34019,0.87464,0.24562
tensorflow,['corefx'],15,odasc,0.66671,0.77556,0.58331,0.36747
nova,['panda'],15,oob,0.62379,0.55802,0.74134,0.31436
neutron,['panda'],15,oob,0.57712,0.44867,0.80016,0.28086
brackets,['wp-calypso'],15,oob,0.58247,0.55923,0.68507,0.26533
tomcat,['node'],15,odasc,0.56133,0.54219,0.66723,0.22324
jgroups,['rust'],15,pbsa,0.48112,0.36517,0.76555,0.13639
elasticsearch,['homebrew'],15,odasc,0.52320,0.36148,0.86816,0.26925
panda,['pytorch'],15,odasc,0.66230,0.65553,0.68570,0.34447
rails,['rust'],15,oob,0.47362,0.37726,0.74734,0.16126
rust,['nova'],15,odasc,0.66477,0.64549,0.72688,0.38599
googleflutter,['wp-calypso'],15,pbsa,0.12423,0.03482,0.99135,0.04725
tensorflow,['homebrew'],15,oob,0.62946,0.53891,0.75560,0.30586
pytorch,['nova'],15,pbsa,0.54483,0.39804,0.79252,0.21741
tomcat,['panda'],15,oob,0.53352,0.40788,0.77540,0.20183
npm,['fabric'],15,oob,0.50250,0.33156,0.80284,0.15773
panda,['fabric'],15,oob,0.59098,0.49532,0.78983,0.29566
node,['tensorflow'],15,pbsa,0.56100,0.39278,0.81267,0.22929
rust,['rails'],15,pbsa,0.61078,0.60927,0.69417,0.32375
fabric,['homebrew'],15,odasc,0.60511,0.49399,0.75803,0.26146
npm,['elasticsearch'],15,odasc,0.53002,0.40155,0.73190,0.14402
django,['neutron'],15,oob,0.57376,0.42225,0.82908,0.28405
node,['nova'],15,oob,0.57764,0.42589,0.80557,0.25452
homebrew,['tensorflow'],15,pbsa,0.54265,0.44513,0.76302,0.27071
neutron,['pytorch'],15,oob,0.60185,0.47714,0.77913,0.27277
vscode,['django'],15,odasc,0.57308,0.66895,0.63906,0.34100
nova,['pytorch'],15,oob,0.62135,0.56344,0.72772,0.30503
corefx,['node'],15,oob,0.55695,0.40762,0.82615,0.27330
homebrew,['panda'],15,oob,0.46862,0.75032,0.53743,0.38438
elasticsearch,['neutron'],15,pbsa,0.52155,0.33760,0.86787,0.24830
homebrew,['camel'],15,odasc,0.54142,0.72837,0.55824,0.36438
jgroups,['tensorflow'],15,pbsa,0.47855,0.36244,0.76413,0.13216
elasticsearch,['fabric'],15,oob,0.50775,0.31430,0.88429,0.24784
rails,['tensorflow'],15,oob,0.47362,0.37726,0.74734,0.16126
broadleaf,['panda'],15,oob,0.54432,0.39082,0.82499,0.23764
rust,['tensorflow'],15,pbsa,0.60996,0.51978,0.76566,0.30327
rust,['npm'],15,odasc,0.61088,0.46086,0.83976,0.33540
tomcat,['pytorch'],15,oob,0.53834,0.41791,0.76745,0.20231
tomcat,['nova'],15,odasc,0.57026,0.56498,0.64526,0.21850
camel,['neutron'],15,oob,0.61555,0.50437,0.77206,0.29117
pytorch,['npm'],15,pbsa,0.57503,0.46071,0.75878,0.24054
camel,['neutron'],15,odasc,0.63443,0.56077,0.73766,0.30744
corefx,['fabric'],15,odasc,0.55336,0.40270,0.86391,0.32188
wp-calypso,['rails'],15,oob,0.53152,0.44458,0.67858,0.14387
googleflutter,['rails'],15,oob,0.26617,0.07814,0.91884,0.10220
npm,['googleflutter'],15,oob,0.50276,0.32572,0.82031,0.17515
node,['tomcat'],15,pbsa,0.54652,0.49262,0.71088,0.22157
pytorch,['jgroups'],15,oob,0.51671,0.33251,0.83824,0.20331
googleflutter,['django'],15,odasc,0.42839,0.26712,0.70813,0.01610
django,['rails'],15,pbsa,0.59416,0.51809,0.76499,0.30773
wp-calypso,['jgroups'],15,odasc,0.52590,0.39867,0.72701,0.15452
homebrew,['tomcat'],15,pbsa,0.58202,0.69104,0.61204,0.40022
jgroups,['homebrew'],15,odasc,0.48626,0.41679,0.70608,0.12198
tensorflow,['jgroups'],15,oob,0.63455,0.62182,0.67938,0.30807
node,['npm'],15,oob,0.61600,0.52170,0.73970,0.27055
vscode,['fabric'],15,oob,0.57439,0.59911,0.73383,0.38695
node,['jgroups'],15,odasc,0.56414,0.60706,0.59810,0.22235
corefx,['googleflutter'],15,odasc,0.36360,0.15581,0.96065,0.19709
homebrew,['pytorch'],15,oob,0.43663,0.29600,0.77519,0.16041
broadleaf,['pytorch'],15,oob,0.59545,0.49120,0.76757,0.26346
panda,['googleflutter'],15,oob,0.53225,0.37258,0.80564,0.19903
rust,['panda'],15,odasc,0.60147,0.52669,0.80199,0.37000
django,['node'],15,oob,0.57376,0.42225,0.82908,0.28405
pytorch,['corefx'],15,odasc,0.60146,0.57938,0.68437,0.26529
jgroups,['tomcat'],15,pbsa,0.47970,0.36101,0.76884,0.13604
neutron,['fabric'],15,odasc,0.66828,0.65582,0.70496,0.36497
node,['vscode'],15,pbsa,0.56119,0.39310,0.81263,0.22956
rust,['tomcat'],15,pbsa,0.61260,0.52751,0.79416,0.35508
rails,['tomcat'],15,oob,0.48393,0.38794,0.74350,0.16697
brackets,['rails'],15,odasc,0.41756,0.87828,0.22635,0.14294
corefx,['homebrew'],15,odasc,0.43298,0.21880,0.92706,0.21572
tomcat,['npm'],15,odasc,0.57176,0.58486,0.62462,0.21660
broadleaf,['elasticsearch'],15,odasc,0.62506,0.59938,0.69399,0.29239
npm,['homebrew'],15,oob,0.50271,0.32567,0.82032,0.17511
elasticsearch,['googleflutter'],15,oob,0.51915,0.32191,0.88176,0.24988
pytorch,['panda'],15,pbsa,0.58822,0.47034,0.75919,0.24471
django,['rust'],15,pbsa,0.60139,0.47687,0.80241,0.30119
camel,['node'],15,oob,0.61341,0.49742,0.77813,0.29170
rust,['pytorch'],15,odasc,0.62596,0.53314,0.80748,0.36891
node,['wp-calypso'],15,pbsa,0.56099,0.39273,0.81282,0.22943
node,['panda'],15,oob,0.55093,0.38034,0.82048,0.22905
camel,['node'],15,odasc,0.63377,0.55887,0.73824,0.30611
rust,['vscode'],15,pbsa,0.60996,0.51978,0.76566,0.30327
corefx,['nova'],15,oob,0.51797,0.35880,0.88139,0.30479
wp-calypso,['neutron'],15,odasc,0.56820,0.50757,0.64925,0.19839
nova,['rails'],15,oob,0.60392,0.69077,0.58403,0.29155
homebrew,['vscode'],15,pbsa,0.54738,0.48860,0.71858,0.27336
node,['neutron'],15,odasc,0.57583,0.42656,0.80971,0.26028
